amenity_id:ID(Amenity),name:string,category:string,latitude:float,longitude:float,street:string,address:string,operator:string,:LABEL
node/1001114451,Trung Tâm Dạy Nghề Bình Thạnh,school,10.8119652,106.6957645,Nơ Trang Long,,,Amenity;School
node/1001114491,Focomart,supermarket,10.8036214,106.7012353,Bạch Đằng,,,Amenity;Supermarket
node/10047410618,BỆNH VIỆN MẮT,hospital,10.7442536,106.7274159,Hẻm 458 Huỳnh Tấn Phát,Hẻm 458 Huỳnh Tấn Phát,,Amenity;Hospital
node/10062806617,Trường Ngoại Ngữ Tin Học HUFLIT,school,10.8654655,106.6010124,Quốc lộ 22,Quốc lộ 22,,Amenity;School
node/10079576290,Korea Mart,supermarket,10.9083839,106.7419817,Cầu vượt Ngã tư 550,"Cầu vượt Ngã tư 550, Dĩ An",,Amenity;Supermarket
node/10139330281,Trường Cao đẳng Bách Khoa Nam Sài Gòn,college_university,10.736027,106.6811972,Cao Lỗ,"47, Cao Lỗ, Quận 8, Thành phố Hồ Chí Minh",,Amenity;CollegeUniversity
node/10139499351,Đại học Văn Hiến (Cơ sở Hùng Hậu),bus_stop,10.7090759,106.6429353,Nguyễn Văn Linh,,,Amenity;BusStop
node/10164648581,thu mua kệ siêu thị cũ muskvn,supermarket,10.8508817,106.7516363,Đường Dương Văn Cam,"71, Đường Dương Văn Cam, Quan Thu Duc, Phường Linh Tây",,Amenity;Supermarket
node/10164939977,thumuagiuongtangmuskvn,supermarket,10.8510494,106.7514141,Đường Dương Văn Cam,"17, Đường Dương Văn Cam, Quan Thu Duc, Thành phố Thủ Đức",,Amenity;Supermarket
node/10229741470,USAMua - Mua Hàng Mỹ,supermarket,10.771174,106.6299894,Đường Hòa Bình,"204, Đường Hòa Bình, Tân Phú, Hồ Chí Minh",,Amenity;Supermarket
node/10246071319,Phụ Kiện Bida Minh Điền,supermarket,10.7850433,106.6309412,Phú Thọ Hoà,"192/34/1, Phú Thọ Hoà, Tân Phú, Hồ Chí Minh",MINH ĐIỀN BILLIARDS,Amenity;Supermarket
node/10248457090,Trung Tâm Ngoại Ngữ Quốc Tế Mỹ - Việt Nam,school,10.7543812,106.6987558,Tôn Thất Thuyết,"21B, Tôn Thất Thuyết, Quận 4",,Amenity;School
node/10294185712,Tops,supermarket,10.8444032,106.7626007,,,,Amenity;Supermarket
node/10304893410,Viện Thánh Kinh Thần Học,school,10.781199,106.7742326,,,,Amenity;School
node/10539950899,Chợ Vạn Kiếp,supermarket,10.7998008,106.6938742,Hẻm 71 Vạn Kiếp,,,Amenity;Supermarket
node/10686251942,Khu di tích Hố Lang,park,10.9571087,106.7493053,Hố lang,"Hố lang, Dĩ An, Dĩ An",,Amenity;Park
node/10725532941,USAMua - Mua Hàng Mỹ,supermarket,10.7778588,106.634719,Đường Lũy Bán Bích,"555, Đường Lũy Bán Bích, Tân Phú, Hồ Chí Minh",,Amenity;Supermarket
node/10777134131,Cửa hàng Bách hóa Basao Grocery,supermarket,10.7900679,106.7111094,Đường Phạm Viết Chánh,"76A, Đường Phạm Viết Chánh, Bình Thạnh, Ho Chi Minh City",Bách hóa Basao,Amenity;Supermarket
node/10801342656,Gạo Hồng Nhung,supermarket,10.7957801,106.6953508,Vũ Huy Tấn,"24, Vũ Huy Tấn, Quan Binh Thanh, HCMC",,Amenity;Supermarket
node/11001842969,Bách Hóa Xanh grocery store,supermarket,10.7931686,106.6722756,Trần Hữu Trang,"123, Trần Hữu Trang, Phú Nhuận, Ho Chi Minh City",,Amenity;Supermarket
node/11045945955,Cửa Hàng Hoa Tươi Vũng Tàu,supermarket,10.3659664,107.0774467,Phạm Hồng Thái,"57, Phạm Hồng Thái, Vũng Tàu, Thành phố Vũng Tàu",Võ Thanh Tiền,Amenity;Supermarket
node/11052113104,Công viên Phúc An Khang,park,10.7269751,106.6476137,Đường số 7,"Bình Chánh, Ho Chi Minh City",,Amenity;Park
node/11054458777,Trường Tiểu học Vàm Cỏ Đông,school,10.7442983,106.6743412,Phạm Thế Hiển,"771-795, Phạm Thế Hiển, Quận 8, Ho Chi Minh City",,Amenity;School
node/11056012164,Công viên Dạ Nam,park,10.7489187,106.6835781,Phạm Thế Hiển,"200, Phạm Thế Hiển, 8, Ho Chi Minh City",,Amenity;Park
node/11059008198,Trường Tiểu học Lương Thế Vinh,school,10.8418079,106.6502555,Đường số 13,"2, Đường số 13, Gò Vấp, Hồ Chí Minh",,Amenity;School
node/11063457603,Trường Tiểu học Hồng Đức,school,10.7399824,106.6471956,Bình Đông,"289A, Bình Đông, Quận 8, Ho Chi Minh City",,Amenity;School
node/11064584230,Trường Tiểu học - Trung học cơ sở Khai Nguyên - Cơ sở Quận Tân Bình,school,10.7979358,106.6417585,Trương Công Định,"11A, Trương Công Định",,Amenity;School
node/11064584493,Trường Tiểu học Inspire - Khai Nguyên - Cơ sở Quận 8,school,10.7387313,106.6696696,320 Phạm Hùng,"1-7, 320 Phạm Hùng, 8, Ho Chi Minh City",,Amenity;School
node/11064609524,Trường Trung học cơ sở Khai Nguyên - Cơ sở Man Thiện - Thành phố Thủ Đức,school,10.8522608,106.7887983,Hẻm 118 Đường Man Thiện,"118K, Hẻm 118 Đường Man Thiện",,Amenity;School
node/11106925568,Cổng Nhôm Đúc Hoàng Gia | Lan Can - Cầu Thang - Hàng Rào Nhôm Đúc,supermarket,10.8329211,106.5636098,Nữ Dân Công,"C7/7, Nữ Dân Công, Bình Chánh, TPHCM",Cổng Nhôm Đúc Hoàng Gia,Amenity;Supermarket
node/11124634717,116 Culture Luxury,supermarket,10.7684748,106.6986624,Nguyễn Thái Bình,"116, Nguyễn Thái Bình, District 1, TP. Hồ Chí Minh",,Amenity;Supermarket
node/11152431366,King Food Mart - S10.02 Vinhomes Grand Park,supermarket,10.8451011,106.8387009,"Đường D4, Tòa S10.02","Đường D4, Tòa S10.02, Thành phố Thủ Đức",,Amenity;Supermarket
node/11204712937,Kidzone Campus 2,school,10.8048259,106.7454798,Đường Số 11,,,Amenity;School
node/11217538773,"Công viên Gò Sao , Thạnh Xuân, Quận 12",park,10.864995,106.6656948,Thạnh Xuân 13,,,Amenity;Park
node/11328890468,HiepDoanShop,supermarket,10.8451775,106.8387249,Đường D4,"Tòa S10.02, Đường D4, Thành phố Thủ Đức",Hiep Doan,Amenity;Supermarket
node/11330358940,"Trường Tiểu học - Trung học cơ sở Pathway Tuệ Đức - Cơ sở Lương Định Của, Thành phố Thủ Đức",school,10.7880584,106.7352007,Lương Định Của,"1/5, Lương Định Của, Quan 2, Thành phố Thủ Đức",,Amenity;School
node/11335147450,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Phú Cường, Thành phố Thủ Đức",school,10.795478,106.7365254,Đường Số 3,"Lô C, chung cư Bộ Công An, số 83, Đường Số 3, Quan 2, Thành phố Thủ Đức",,Amenity;School
node/11341424942,Công viên nội khu S1,park,10.8375246,106.8308003,,,,Amenity;Park
node/11346766808,Phố Thương Mại,mall,10.8449583,106.8377232,Đường Anh Đào,,,Amenity;Mall
node/11347697643,Công viên Ánh sáng,park,10.8397256,106.8456869,Đường M1 / Đường D2A,,Vinhomes Grand Park,Amenity;Park
node/11363404641,Khu du lịch Văn Thánh,bus_stop,10.7995636,106.7174018,Điện Biên Phủ,,,Amenity;BusStop
node/11399469513,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Bông Sao, Quận 8",school,10.7367374,106.6610655,Tạ Quang Bửu,"Tạ Quang Bửu, Quận 8, Ho Chi Minh City",,Amenity;School
node/11424996126,Fruits (cheap & specials),market,10.3499361,107.086166,,,,Amenity;Market
node/11424996843,WinMart,supermarket,10.3472388,107.0848122,,,,Amenity;Supermarket
node/11430464619,WinMart,supermarket,10.3512892,107.0864408,Nam Kỳ Khởi Nghĩa,,,Amenity;Supermarket
node/11433411769,Siêu thị Bách hóa XANH,supermarket,10.7656009,106.6947703,Ðề Thám,,,Amenity;Supermarket
node/11465699290,Chợ Huỳnh Văn Chính,market,10.7808343,106.6414933,,,,Amenity;Market
node/11527625171,Lẩu cá kèo,supermarket,10.8260415,106.689306,Nguyễn Thái Sơn,,,Amenity;Supermarket
node/11533727958,WinMart,supermarket,10.7782504,106.7020738,Đường Lê Thánh Tôn,"72, Đường Lê Thánh Tôn",,Amenity;Supermarket
node/11586280298,Công viên Văn Thánh,metro,10.7960548,106.7155056,,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280299,Tân Cảng,metro,10.7985879,106.7232392,,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280300,Thảo Điền,metro,10.8004871,106.7336512,Song Hành Võ Nguyên Giáp,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280301,An Phú,metro,10.8021337,106.7422498,Song Hành Võ Nguyên Giáp,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280302,Rạch Chiếc,metro,10.8085535,106.755277,Song Hành Võ Nguyên Giáp,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280303,Phước Long,metro,10.821435,106.758185,Nguyễn Văn Bá,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280304,Bình Thái,metro,10.832652,106.7638944,Nguyễn Văn Bá,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280305,Khu Công Nghệ Cao,metro,10.8589894,106.7888364,Song Hành Xa Lộ Hà Nội,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280306,Đại học Quốc gia,metro,10.8662985,106.8012008,Song Hành Xa Lộ Hà Nội,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280307,Bến xe Suối Tiên,metro,10.8795447,106.8140929,Xa lộ Hà Nội,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11586280327,Thủ Đức,metro,10.8464061,106.7716521,Nguyễn Văn Bá,,Ban Quản lý Đường sắt đô thị Thành phố Hồ Chí Minh,Amenity;MetroStation
node/11601268350,Vung Tau Hash House Harriers (VTH3),park,10.3505359,107.0715014,Lê Ngọc Hân,"5, Lê Ngọc Hân, Ward 1, Thành phố Vũng Tàu",Vung Tau Hash,Amenity;Park
node/11612841316,Vive Gourmet Food & Wine - The River,supermarket,10.782216,106.7191754,Trần Bạch Đằng,"23, Trần Bạch Đằng, Quận 2, Thành phố Hồ Chí Minh",,Amenity;Supermarket
node/11704307870,Cát Lái,bus_stop,10.8029737,106.7479175,Võ Nguyên Giáp,,,Amenity;BusStop
node/1171583923,Bệnh viện Gia Định,bus_stop,10.8031098,106.6934358,Phan Đăng Lưu,,,Amenity;BusStop
node/1171583941,Ngã tư Thích Quảng Đức,bus_stop,10.8025249,106.6836428,Phan Đăng Lưu,,,Amenity;BusStop
node/1171615062,Công an Quận Phú Nhuận,bus_stop,10.7996024,106.6737425,Hoàng Văn Thụ,,,Amenity;BusStop
node/11753277686,Bệnh viện Chấn thương Chỉnh hình,bus_stop,10.754642,106.6782626,Đường Trần Hưng Đạo,,,Amenity;BusStop
node/11753277690,Trường Đại học Sư phạm Thể dục Thể thao Thành phố Hồ Chí Minh,bus_stop,10.7533778,106.6636576,Đường Nguyễn Trãi,,,Amenity;BusStop
node/11753277716,Ngã tư An Nhơn,bus_stop,10.84218,106.6767484,Nguyễn Oanh,,,Amenity;BusStop
node/11753277721,Cây xăng Tài Lộc,bus_stop,10.8683124,106.6782224,Hà Huy Giáp,,,Amenity;BusStop
node/11753277724,Chợ Thạnh Xuân,bus_stop,10.8784944,106.6781955,,,,Amenity;BusStop
node/11753277726,Trường Mầm non Hoa Đỗ Quyên,bus_stop,10.8845895,106.68131,Hà Huy Giáp,,,Amenity;BusStop
node/11753277727,Cây xăng Thanh Bình,bus_stop,10.8863295,106.6831419,Hà Huy Giáp,,,Amenity;BusStop
node/11753277728,Cầu Ông Dung,bus_stop,10.888795,106.6851783,Hà Huy Giáp,,,Amenity;BusStop
node/11753277731,Chợ Đường,bus_stop,10.8976777,106.6890857,Đường Bùi Công Trừng,,,Amenity;BusStop
node/11753277739,Trường Mầm non Hoa Đỗ Quyên,bus_stop,10.8840411,106.680837,Hà Huy Giáp,,,Amenity;BusStop
node/11753277765,Tháp nước,bus_stop,10.8023965,106.6763886,Hồ Văn Huê,,,Amenity;BusStop
node/11753290074,Trần Cao Vân,bus_stop,10.7840612,106.6966375,Hai Bà Trưng,,,Amenity;BusStop
node/11754611881,Ngã ba Út Tịch,bus_stop,10.801015,106.6566148,Cộng Hòa,,,Amenity;BusStop
node/11755184310,Trần Quốc Thảo,bus_stop,10.7845221,106.6829536,Kỳ Ðồng,,,Amenity;BusStop
node/11755184314,Ngã tư Nguyễn Văn Trỗi,bus_stop,10.7929912,106.6779668,Trần Huy Liệu,,,Amenity;BusStop
node/11755184327,Uỷ ban Nhân dân Phường 5,bus_stop,10.8255046,106.6882739,Nguyễn Thái Sơn,,,Amenity;BusStop
node/11755184328,Trường Đại học Công nghiệp,bus_stop,10.8227583,106.685291,Nguyễn Thái Sơn,,,Amenity;BusStop
node/11755184351,Trung tâm Giáo dục Thường xuyên,bus_stop,10.7567948,106.6665709,Ngô Gia Tự,,,Amenity;BusStop
node/11757081904,Cây Gõ,bus_stop,10.7542254,106.6443594,Đường Hồng Bàng,,,Amenity;BusStop
node/11757081912,Bệnh viện Triều An,bus_stop,10.7397045,106.616375,Đường Kinh Dương Vương,,,Amenity;BusStop
node/11757081913,Hàng Dương,bus_stop,10.7352315,106.6131235,Đường Kinh Dương Vương,,,Amenity;BusStop
node/11757109497,Lâm Thành,bus_stop,10.7341301,106.6128898,Đường Kinh Dương Vương,,,Amenity;BusStop
node/11757386616,Bệnh viện Mắt - Bình Dân - Da Liễu,bus_stop,10.7763589,106.6845074,,,,Amenity;BusStop
node/11757445973,Nhà khách Chính phủ,bus_stop,10.7665837,106.67776,Lý Thái Tổ,,,Amenity;BusStop
node/11757445997,Bệnh viện Bình Tân - 927 Hương lộ 2,bus_stop,10.7683002,106.5948133,Hương Lộ 2,,,Amenity;BusStop
node/11757446021,Sửa xe Quyết,bus_stop,10.7682846,106.5951925,Hẻm 951 Hương lộ 2,,,Amenity;BusStop
node/11758359258,Làng nướng Tây Nguyên,bus_stop,10.7657906,106.6131103,Đường Trương Phước Phan,,,Amenity;BusStop
node/11758401288,Phòng khám Đa khoa Tân Kỳ Tân Quý,bus_stop,10.7925066,106.6065308,Tân Kỳ Tân Quý,,,Amenity;BusStop
node/11758401307,Sân vận động Hoa Lư,bus_stop,10.787152,106.7010822,Đinh Tiên Hoàng,,,Amenity;BusStop
node/11758401308,Trường Trung cấp Kỹ thuật Nông nghiệp,bus_stop,10.7891734,106.6987603,Đinh Tiên Hoàng,,,Amenity;BusStop
node/11758401315,Chùa Hưng Gia Tự,bus_stop,10.8099609,106.6926154,Lê Quang Định,,,Amenity;BusStop
node/11758401317,Chùa Già Lam,bus_stop,10.8144809,106.6896775,Lê Quang Định,,,Amenity;BusStop
node/11758401328,City Mart,bus_stop,10.8358787,106.661043,Quang Trung,,,Amenity;BusStop
node/11758401352,Ngã ba Đông Quang,bus_stop,10.8827915,106.6302502,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11758401353,Khu công nghiệp Tân Thới Hiệp,bus_stop,10.8813894,106.632781,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11758401355,Nhà Văn hóa Lao động Quận 12,bus_stop,10.8781803,106.6386108,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11758401359,Hiệp Thành 11,bus_stop,10.8804465,106.634732,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11758401362,Cây xăng Sài Gòn Petro,bus_stop,10.881983,106.6283886,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11758401389,Nhà thờ Xóm Thuốc,bus_stop,10.8291979,106.671931,Quang Trung,,,Amenity;BusStop
node/11758401395,Trường Đại học Công nghiệp,bus_stop,10.8223941,106.6882625,Đường Nguyễn Văn Nghi,,,Amenity;BusStop
node/11758401397,Chùa Già Lam,bus_stop,10.8152567,106.6889705,Lê Quang Định,,,Amenity;BusStop
node/11758401399,Chùa Hưng Gia Tự,bus_stop,10.8094005,106.6931074,Lê Quang Định,,,Amenity;BusStop
node/11758401402,Bệnh viện Bình Thạnh,bus_stop,10.7975784,106.6961525,Lê Văn Duyệt,,,Amenity;BusStop
node/11760154445,Trường Trung học Cơ sở Huỳnh Tấn Phát,bus_stop,10.7428256,106.729564,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760154449,Phú Thuận,bus_stop,10.7313572,106.7317098,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760154456,Hoàng Quốc Việt,bus_stop,10.714768,106.7368649,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760154463,Công an Thị trấn Nhà Bè,bus_stop,10.6958592,106.7396625,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760154464,Trường Tiểu học Lâm Văn Bền,bus_stop,10.693419,106.7405311,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760154467,Chùa Pháp Võ,bus_stop,10.684067,106.7453178,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760158070,Ngã ba Bờ Đăng,bus_stop,10.6783842,106.7532069,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760158071,Uỷ ban Nhân dân Xã Phú Xuân,bus_stop,10.6778778,106.7544518,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760158102,Phú Thuận,bus_stop,10.7317797,106.7317282,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11760158105,Trường Trung cấp Kinh tế Kỹ thuật Nguyễn Hữu Cảnh,bus_stop,10.7426725,106.7297339,Huỳnh Tấn Phát,,,Amenity;BusStop
node/11761010939,Đường vào Chợ Bình Điền,bus_stop,10.6937439,106.6102511,Nguyễn Văn Linh,,,Amenity;BusStop
node/11761010964,Ngã tư Thoại Ngọc Hầu,bus_stop,10.7852247,106.6419822,Âu Cơ,,,Amenity;BusStop
node/11761010966,Bàu Cát 2,bus_stop,10.7934674,106.6422851,Nguyễn Hồng Đào,,,Amenity;BusStop
node/11761069769,Ngã ba Ấp Bắc,bus_stop,10.7995857,106.6410192,Trường Chinh,,,Amenity;BusStop
node/11761069772,Công ty Thời trang Sài Gòn,bus_stop,10.827626,106.6235418,Phan Văn Hớn,,,Amenity;BusStop
node/11761069833,Bệnh viện Quận Tân Phú,bus_stop,10.7836741,106.6424214,Âu Cơ,,,Amenity;BusStop
node/11761069836,Cầu số 2,bus_stop,10.776328,106.6394526,Khuông Việt,,,Amenity;BusStop
node/11766198215,Cây xăng 178,bus_stop,10.806561,106.6969466,Lê Quang Định,,,Amenity;BusStop
node/11766198229,Trường Trung học Phổ thông Nguyễn Hữu Cầu,bus_stop,10.8666309,106.6150462,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11766198239,Ngân hàng Nông Nghiệp,bus_stop,10.888334,106.5943665,Lý Thường Kiệt,,,Amenity;BusStop
node/11766198256,Trường Trung học cơ sở Hà Huy Tập,bus_stop,10.866479,106.6148345,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11766257780,Đường số 34,bus_stop,10.7521431,106.608202,Trần Văn Giàu,,,Amenity;BusStop
node/11766257787,Tây Lân,bus_stop,10.772479,106.5864768,Bến Lội,,,Amenity;BusStop
node/11766257797,Chợ mới Vĩnh Lộc,bus_stop,10.8113248,106.5756536,Đường Vĩnh Lộc,,,Amenity;BusStop
node/11768041135,Ngã năm Vĩnh Lộc,bus_stop,10.8110723,106.5754499,Đường Vĩnh Lộc,,,Amenity;BusStop
node/11768041146,Bến Lội,bus_stop,10.7723139,106.5862818,Bến Lội,,,Amenity;BusStop
node/11768103481,Bình Thới,bus_stop,10.7695255,106.6515355,Âu Cơ,,,Amenity;BusStop
node/11768103492,Trường Tiểu học Trần Quang Diệu,bus_stop,10.7879471,106.6777336,Lê Văn Sỹ,,,Amenity;BusStop
node/11768103493,Nhà thờ Vườn Xoài,bus_stop,10.7891775,106.6755345,Lê Văn Sỹ,,,Amenity;BusStop
node/11768103505,Công ty Bánh Givral,bus_stop,10.8119317,106.6097188,Hẻm 584 Đường Lê Trọng Tấn,,,Amenity;BusStop
node/11769139656,Nguyễn Thị Tú,bus_stop,10.8157572,106.6027811,Lê Trọng Tấn,,,Amenity;BusStop
node/11769143878,Tôn Thất Tùng,bus_stop,10.7696619,106.6907636,Nguyễn Trãi,,,Amenity;BusStop
node/11769143889,23-25 Lê Văn Thịnh,bus_stop,10.7866742,106.7691145,,,,Amenity;BusStop
node/11769143895,Đỗ Xuân Hợp,bus_stop,10.789472,106.7794739,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11769143902,Đình Bình Thái,bus_stop,10.8138379,106.7753407,Đỗ Xuân Hợp,,,Amenity;BusStop
node/11769143921,Đường 12,bus_stop,10.8671903,106.7335407,Nhánh N8,,,Amenity;BusStop
node/11769143922,Uỷ ban Nhân dân Phường Tam Bình,bus_stop,10.8682106,106.7356583,Tô Ngọc Vân,,,Amenity;BusStop
node/11769143930,Ngã ba Linh Đông,bus_stop,10.8558644,106.7504518,Tô Ngọc Vân,,,Amenity;BusStop
node/11769143933,Chợ Phước Long B,bus_stop,10.8289172,106.7685067,Đỗ Xuân Hợp,,,Amenity;BusStop
node/11769143939,Đình Bình Thái,bus_stop,10.8133832,106.7754202,Đỗ Xuân Hợp,,,Amenity;BusStop
node/11769143945,Đỗ Xuân Hợp,bus_stop,10.7896461,106.7796103,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11771724320,Bàu Cát 2,bus_stop,10.7948232,106.6406462,Trương Công Định,,,Amenity;BusStop
node/11771724325,Trạm y tế Phường 4,bus_stop,10.7915791,106.65574,Cách Mạng Tháng Tám,,,Amenity;BusStop
node/11771724328,Hội thánh Tin lành Hòa Hưng,bus_stop,10.7846938,106.6687068,Cách Mạng Tháng Tám,,,Amenity;BusStop
node/11771724348,TTTM Sài Gòn,bus_stop,10.7842885,106.7043223,Tôn Đức Thắng,,,Amenity;BusStop
node/11771724350,Đại học Kinh tế,bus_stop,10.7840139,106.6945369,Phạm Ngọc Thạch,,,Amenity;BusStop
node/11771724353,Phạm Ngọc Thạch,bus_stop,10.7869593,106.6910083,Võ Thị Sáu,,,Amenity;BusStop
node/11771724355,Chùa Bửu Đà,bus_stop,10.7815856,106.6746904,Cách Mạng Tháng Tám,,,Amenity;BusStop
node/11771724359,Ngã ba Bành Văn Trân,bus_stop,10.7886617,106.6614603,Cách Mạng Tháng Tám,,,Amenity;BusStop
node/11771724361,Cư xá Tự Do,bus_stop,10.7914122,106.6562173,Cách Mạng Tháng Tám,,,Amenity;BusStop
node/11771727974,Chợ Tân Hương,bus_stop,10.7901682,106.6213475,Tân Hương,,,Amenity;BusStop
node/11771727982,Lotte Mart - 1 Nguyễn Thị Thập,bus_stop,10.740198,106.7015292,Nguyễn Thị Thập,,,Amenity;BusStop
node/11771727988,Nguyễn Văn Linh,bus_stop,10.7380509,106.7200214,Nguyễn Thị Thập,,,Amenity;BusStop
node/11771727992,Chùa Anh Linh,bus_stop,10.7630428,106.7032156,Hoàng Diệu,,,Amenity;BusStop
node/11771728006,Trường Trung học cơ sở Bình Lợi Trung,bus_stop,10.8308472,106.7022915,Đặng Thùy Trâm,,,Amenity;BusStop
node/11773317337,Chùa Diệu Pháp,bus_stop,10.8308733,106.7054813,Bình Lợi,,,Amenity;BusStop
node/11773323776,Chợ Phường 18,bus_stop,10.7831892,106.6257608,Nguyễn Sơn,,,Amenity;BusStop
node/11773323784,Tân Kỳ Tân Quý,bus_stop,10.7989506,106.6196101,Tân Quý,,,Amenity;BusStop
node/11773323786,Showroom ô tô - 343-345 Tân Kỳ Tân Quý,bus_stop,10.8008474,106.6230789,Tân Kỳ Tân Quý,,,Amenity;BusStop
node/11773323794,Trạm cuối D9,bus_stop,10.8144392,106.6252629,Đường D9,,,Amenity;BusStop
node/11773323804,Ngã ba Cây Trâm,bus_stop,10.8458585,106.6432902,Phạm Văn Chiêu,,,Amenity;BusStop
node/11773323806,Công ty Huê Phong,bus_stop,10.8481644,106.6480599,Phạm Văn Chiêu,,,Amenity;BusStop
node/11773323807,Chợ Thạch Đà,bus_stop,10.8495407,106.6509737,Phạm Văn Chiêu,,,Amenity;BusStop
node/11773323809,Trung tâm Văn hóa Quận Gò Vấp,bus_stop,10.8513794,106.6575907,Phạm Văn Chiêu,,,Amenity;BusStop
node/11773323813,Nhà thờ Trung Bắc,bus_stop,10.8491315,106.666056,Lê Đức Thọ,,,Amenity;BusStop
node/11773323817,Ngọc Lan,bus_stop,10.8632358,106.6818191,Hà Huy Giáp,,,Amenity;BusStop
node/11773635195,Nhà thờ Hà Nội,bus_stop,10.8518856,106.665299,Thống Nhất,,,Amenity;BusStop
node/11773635198,Trung tâm Văn hóa Quận Gò Vấp,bus_stop,10.851559,106.6578575,Phạm Văn Chiêu,,,Amenity;BusStop
node/11773635207,Nhà sách Phan Huy Ích,bus_stop,10.8374657,106.6362908,Phan Huy Ích,,,Amenity;BusStop
node/11773635219,Showroom ô tô - 51/13 Tân Kỳ Tân Quý,bus_stop,10.8010154,106.6233616,Tân Kỳ Tân Quý,,,Amenity;BusStop
node/11773635225,Trường Cao đẳng Giao thông Vận tải,bus_stop,10.7864088,106.6220114,Văn Cao,,,Amenity;BusStop
node/11773635232,Trung tâm Anh ngữ - 193 Lũy Bán Bích,bus_stop,10.7688599,106.6316512,Lũy Bán Bích,,,Amenity;BusStop
node/11773635252,Tu viện Khánh An,bus_stop,10.8590193,106.7060482,Đỗ Mười,,,Amenity;BusStop
node/11773641370,Tu viện Khánh An,bus_stop,10.8594751,106.7049521,Đỗ Mười,,,Amenity;BusStop
node/11774743563,Phan Huy Thực,bus_stop,10.7490325,106.7048748,Lê Văn Lương,,,Amenity;BusStop
node/11774744170,Đường số 43,bus_stop,10.7432854,106.7136668,Mai Văn Vĩnh,,,Amenity;BusStop
node/11774744175,Sky Garden,bus_stop,10.7291747,106.7048385,Nguyễn Văn Linh,,,Amenity;BusStop
node/11774744197,Phòng cháy chữa cháy số 7,bus_stop,10.7281431,106.7039814,Nguyễn Văn Linh,,,Amenity;BusStop
node/11774744205,Đường số 10,bus_stop,10.7455352,106.7097828,Đường số 15,,,Amenity;BusStop
node/11774744231,Trường Đại học Hồng Bàng,bus_stop,10.8454815,106.6648066,Thống Nhất,,,Amenity;BusStop
node/11774744244,Cầu Cụt,bus_stop,10.85434,106.6568186,Lê Đức Thọ,,,Amenity;BusStop
node/11774744248,Ngã ba Nguyễn Văn Lương,bus_stop,10.8392196,106.6652588,Thống Nhất,,,Amenity;BusStop
node/11774744252,Nhà khách Phía Nam,bus_stop,10.8327917,106.6719765,Phan Văn Trị,,,Amenity;BusStop
node/11774744258,Vincom Plaza Phan Văn Trị,bus_stop,10.8275224,106.6874251,Phan Văn Trị,,,Amenity;BusStop
node/11775251415,Hoàng Diệu,bus_stop,10.7601132,106.6992888,Hoàng Diệu,,,Amenity;BusStop
node/11775251432,Ngân hàng Quân Đội - 405 Tô Hiến Thành,bus_stop,10.7755793,106.6630014,Tô Hiến Thành,,,Amenity;BusStop
node/11775251439,Hoàng Diệu,bus_stop,10.7607919,106.6999058,Hoàng Diệu,,,Amenity;BusStop
node/11775251445,Chợ Nga,bus_stop,10.7617427,106.6962616,Võ Văn Kiệt,,,Amenity;BusStop
